,Ruta,Operador,Tipo de vuelo,Tipo de aeronave,Registro,Total a bordo,Pasajeros a bordo,Personal a bordo,Cantidad de fallecidos,Pasajeros fallecidos,Personal fallecidos,Accidente terrestre,Año,Tasa_Mortalidad_Anual
713,"Off San Juan, Puerto Rico",Airborne Transport,San Juan - Miami,Douglas DC-3DST,N16002,32.0,29.0,3.0,32.0,29.0,3.0,0.0,1948,100.0
714,"Mt. Argentari, Italy",Pan African Air Charter,Athens - Rome - Nice,Douglas DC-3,ZS-BYX,13.0,8.0,5.0,13.0,8.0,5.0,0.0,1948,100.0
715,"Seattle, Washington",Seattle Air Charter,Seattle - New Haven,Douglas DC-3 (C-47A-DL),NC79025,30.0,27.0,3.0,14.0,11.0,3.0,0.0,1949,46.666666666666664
716,"Brandywine, Maryland",Coastal Cargo,"Raleigh, NC - Boston, MA",Douglas C-47A,NC53210,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1949,100.0
717,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Porto Alegre - Sao Borja,Lockheed 18 Lodestar,PP-SAC,12.0,8.0,4.0,12.0,8.0,4.0,0.0,1949,100.0
718,"Atlantic Ocean, off Bermuda",British South American Airways,Bermuda - Kingston,Avro 688 Tudor 4B,G-AGRE,20.0,13.0,7.0,20.0,13.0,7.0,0.0,1949,100.0
719,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,RAF Scampton - Keflavik - Kansas,Boeing B-29A Superfortress,44-62276,20.0,16.0,4.0,20.0,16.0,4.0,0.0,1949,100.0
720,"Homer, Alaska",Alaska Airlines,Homer - Anchorage,Douglas DC-3C,N91006,6.0,3.0,3.0,5.0,3.0,2.0,0.0,1949,83.33333333333334
721,"Castel Benito, Libya",Skyways of London,Khartoum - Castel Benito,Douglas C-54A-1-DO Skymaster,G-AJPL,53.0,44.0,9.0,1.0,0.0,1.0,0.0,1949,1.8867924528301887
722,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Paris - Copenhagen,Vickers 628 Viking 1B,OY-DLU,27.0,23.0,4.0,27.0,23.0,4.0,0.0,1949,100.0
723,"Near Huanuco, Peru",Faucett,Tingo Maria - Huanuco,Douglas DC-3,OB-PAV-223,16.0,13.0,3.0,16.0,13.0,3.0,0.0,1949,100.0
724,"Near Coventry, Warks, England",British European Airways / Military - British,London - Glasgow,Douglas DC-3 / Avro Anson,G-AHCW/VV243,14.0,6.0,8.0,14.0,6.0,8.0,0.0,1949,100.0
725,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,"Manila, Philippines - Hong Kong",Douglas DC-3,VR-HDG,23.0,19.0,4.0,23.0,19.0,4.0,0.0,1949,100.0
726,"Coolangatta, Australia",Queensland Airlines,Coolangatta - Brisbane,Lockheed 18 Lodestar,VH-BAG,22.0,19.0,3.0,22.0,19.0,3.0,0.0,1949,100.0
727,"Near Waikanae, New Zealand",New Zealand National Airways,Auckland - Wellington,Lockheed 18 Lodestar,ZK-AKX,15.0,13.0,2.0,15.0,13.0,2.0,0.0,1949,100.0
728,"Near Mironovo, Russia",Aeroflot,Yakutsk - Kirensk,Lisunov Li-2,SSSR-L4464,24.0,18.0,6.0,14.0,11.0,3.0,0.0,1949,58.333333333333336
729,"Superga, Italy",Avio Linee Italiane,Barcelona - Torino,FIAT G-212CP,I-ELCE,31.0,27.0,4.0,31.0,27.0,4.0,0.0,1949,100.0
730,"Near Portland, Dorset, England",Bristop Aeroplane Company,Test Flight,Bristol 170 Freighter 31 Mark II,G-AIFF,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1949,100.0
731,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Daet - Manila,Douglas DC-3,PI-C-98,13.0,10.0,3.0,13.0,10.0,3.0,0.0,1949,100.0
732,"Near  Novosibirsk, Russia",Aeroflot,Novosibirsk - Moscow,Ilyushin IL-12,L1791,25.0,20.0,5.0,25.0,20.0,5.0,0.0,1949,100.0
733,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Kavallo - Athens,Douglas DC-3,SX-BAI,22.0,18.0,4.0,22.0,18.0,4.0,0.0,1949,100.0
734,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Florianpolis - Porto Alegre,Douglas C-47B,C-47-2023,27.0,21.0,6.0,27.0,21.0,6.0,0.0,1949,100.0
735,"San Juan, Puerto Rico",Strato Freight,San Juan - Miami,Curtiss C-46D-5-CU,N92857,81.0,75.0,6.0,53.0,52.0,1.0,0.0,1949,65.4320987654321
736,"Off Bari, Italy",KLM Royal Dutch Airlines,Batavia - Amsterdam,Lockheed 749-79-33 Constellation,PH-TER,33.0,23.0,10.0,33.0,23.0,10.0,0.0,1949,100.0
737,"Near Guildford, Australia",Mac Roberston-Miller Airlines,Guildford - Darwin,Douglas C-47A-20-DL,VH-MME,18.0,14.0,4.0,18.0,14.0,4.0,0.0,1949,100.0
738,"Chatsworth, California",Standard Airlines,Albuquerque - Burbank,Curtiss C-46E-1-CS,N79978,48.0,44.0,4.0,35.0,32.0,3.0,0.0,1949,72.91666666666666
739,"Near Bombay, India",KLM Royal Dutch Airlines,Delhi - Bombay,Lockheed L-749-79-33 Constellation,PH-TDF,45.0,34.0,11.0,45.0,34.0,11.0,0.0,1949,100.0
740,"Seattle, Washington",Air Transport Associates,Seattle - Chicago,Curtiss C-46F-1-CU,N5075N,32.0,28.0,4.0,2.0,2.0,0.0,4.0,1949,6.25
741,"Marga, Russia",Aeroflot,Krasnoyarsk - Irkutsk,Ilyushin IL-12,L1714,14.0,8.0,6.0,13.0,8.0,5.0,0.0,1949,92.85714285714286
742,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,New York City - Wilmington,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,N19963/BU72887,16.0,12.0,4.0,16.0,12.0,4.0,0.0,1949,100.0
743,"Jaquirana, Brazil",Varig,Sao Paulo - Porto Alegre,Curtiss C-46D-10-CU,PP-VBI,36.0,30.0,6.0,5.0,4.0,1.0,0.0,1949,13.88888888888889
744,"Salasaca, Ecuador",Shell Co of Ecuador,Mers Nueva - Ambato,Bristol 170 Freighter 21,HC-SBU,34.0,31.0,3.0,34.0,31.0,3.0,0.0,1949,100.0
745,"Near Bogota, Colombia",SAETA,Bogota - Ibague,Douglas C-47,HK-1200,32.0,29.0,3.0,32.0,29.0,3.0,0.0,1949,100.0
746,"Off Lurga Point, Ireland",Transocean Air Lines,Rome - Shannon,Douglas DC-3 (C-54A-DO),N79989,58.0,49.0,9.0,8.0,7.0,1.0,0.0,1949,13.793103448275861
747,"Near Oldham, England",British European Airways,Belfast - Manchester,Douglas DC-3,G-AHCY,32.0,29.0,3.0,24.0,21.0,3.0,0.0,1949,75.0
748,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Churchhill - Winnipeg,Consolidated Canso (amphibian),11057,21.0,14.0,7.0,21.0,14.0,7.0,0.0,1949,100.0
749,"Leopoldville, Zaire",Sabena,Leopoldville - Elizabethville,Douglas C-47B-5-DK,OO-CBK,20.0,17.0,3.0,5.0,3.0,2.0,0.0,1949,25.0
750,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Montreal - Comeau Bay,Douglas DC-3,CF-CUA,23.0,19.0,4.0,23.0,19.0,4.0,0.0,1949,100.0
751,"Mt. Popocatepetl, Mexico",Mexicana,Tapacula - Mexico City,Douglas DC-3,XA-DUH,24.0,21.0,3.0,24.0,21.0,3.0,0.0,1949,100.0
752,"Cheyenne, Wyoming",Slick Airways,Las Vegas - Denver,Curtiss C-46E-1-CS,N59485,4.0,2.0,2.0,4.0,2.0,2.0,0.0,1949,100.0
753,"San Miguel Island, Azores",Air France,Paris - Santa Maria - New York City,Lockheed 749-79-33 Constellation,F-BAZN,48.0,37.0,11.0,48.0,37.0,11.0,0.0,1949,100.0
754,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Boston - Washington D.C. - New Orleans,Douglas C-54B / P-38,N88727/NX26927,55.0,51.0,4.0,55.0,51.0,4.0,0.0,1949,100.0
755,"Akron, Ohio",Harrington's Inc,Philadelphia - Cleveland,Douglas DC-3,NC29086,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1949,100.0
756,"Near Oslo, Norway",Aero Holland,Brussels - Oslo,Douglas C-47A,PH-TFA,35.0,31.0,4.0,34.0,30.0,4.0,0.0,1949,97.14285714285714
757,"Near Bucaramanga, Colombia",LANSA,Bucaramanga - Cucuta,Douglas DC-3,HK-305,12.0,9.0,3.0,12.0,9.0,3.0,0.0,1949,100.0
758,"Dallas, Texas",American Airlines,New York City - Mexico City,Douglas DC-6,N90728,46.0,41.0,5.0,28.0,26.0,2.0,0.0,1949,60.86956521739131
759,"Chaleyssin, France",Air France,Paris - Lyons - Tunis,Douglas DC-4,F-BELO,38.0,33.0,5.0,5.0,1.0,4.0,0.0,1949,13.157894736842104
760,"Taquaracucu, Brazil",REAL,"Sao Palo, Brazil - Jacarezinho, Panama",Douglas DC-3 (C-47-DL),PP-YPM,22.0,18.0,4.0,20.0,16.0,4.0,0.0,1949,90.9090909090909
761,"Vallejo, California",Arrow Airlines,Burbank - Oakland - Sacramento,Douglas DC-3,NC60256,9.0,6.0,3.0,9.0,6.0,3.0,0.0,1949,100.0
762,"Washington, D.C.",Capital Airlines,New Port News - Washington D.C.,Douglas DC-3-313A,NC-25691,23.0,20.0,3.0,6.0,4.0,2.0,0.0,1949,26.08695652173913
763,"Orizaba, Mexico",Mexicana,Mexico City - Merida,Douglas DC-3,XA-DUK,17.0,13.0,4.0,17.0,13.0,4.0,0.0,1949,100.0
764,"Comilla, Pakistan",Bharat Airways,Agartala - Calcutta,Douglas C-54A-DO,VT-CYK,7.0,6.0,1.0,7.0,6.0,1.0,0.0,1949,100.0
765,"Albacete, Spain",Ejercito del Aire,Murcia-San Javier - Albacete,Casa 352,T-2-143,16.0,13.0,3.0,16.0,13.0,3.0,0.0,1950,100.0
766,"Near Vacas, Bolivia",Military - Bolivian Air Force,Valle grande - Cochabamba,Douglas C-47,TAM-10,32.0,28.0,4.0,32.0,28.0,4.0,1.0,1950,100.0
767,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Antananarivo - Tamatave,Douglas C-47A-50-DL,F-BFGD,14.0,11.0,3.0,14.0,11.0,3.0,0.0,1950,100.0
768,"Iloilo,Philippines",Philippine Air Lines,Iloilo - Manila,Douglas DC-3,PI-C22,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1950,100.0
769,"Near Snag, Yukon Territory",Military - U.S. Air Force,Elmendorf - Great Falls,Douglas C-54D-DC (DC-4),42-72469,44.0,36.0,8.0,44.0,36.0,8.0,0.0,1950,100.0
770,North Sea,KLM Royal Dutch Airlines,Amsterdam - London,Douglas DC-3,PH-TEU,7.0,0.0,7.0,7.0,0.0,7.0,0.0,1950,100.0
771,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Ostrava - Prague,Douglas C-47A-15-DK,OK-WDY,30.0,27.0,3.0,5.0,2.0,3.0,0.0,1950,16.666666666666664
772,"Minneapolis, Minnesota",Northwest Orient Airlines,Rochester Minn. - Minneapolis,Martin 202,N93050,13.0,10.0,3.0,13.0,10.0,3.0,2.0,1950,100.0
773,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Hue - Tourane,Bristol 170 Freighter 21,F-BECR,4.0,1.0,3.0,4.0,1.0,3.0,0.0,1950,100.0
774,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Llandow - Dublin,Avro 689 Tudor 5,G-AKBY,83.0,78.0,5.0,80.0,75.0,5.0,0.0,1950,96.3855421686747
775,"Ankara, Turkey",Devlet Hava Yollairi,Istanbul - Ankara,Douglas DC-3,TC-BAL,15.0,11.0,4.0,15.0,11.0,4.0,0.0,1950,100.0
776,"Off Cap-Ferret, France",SEMAF,Test flight,Latecoere 631 (sea plane),F-WANU,12.0,0.0,12.0,12.0,0.0,12.0,0.0,1950,100.0
777,"Near Hastings, England",British European Airways,London - Paris,Vickers 610 Viking 1B,G-AIVL,32.0,28.0,4.0,0.0,0.0,0.0,0.0,1950,0.0
778,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Douglas C-47 (DC-3),HK-309,4.0,0.0,2.0,2.0,0.0,2.0,0.0,1950,50.0
779,"Near Atsugi, Japan",Military - U.S. Air Force,Clark - Kadena - Tachikawa,Douglas C-54D,42-72704,35.0,27.0,8.0,35.0,27.0,8.0,0.0,1950,100.0
780,"Chimborazo, Ecuador",AVIANCA,Bogota - Quito - Guayaquil,Douglas C-47DL,HK-120,15.0,12.0,3.0,15.0,12.0,3.0,0.0,1950,100.0
781,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Barksdale - Lajes,Boeing B-29,44-69875,16.0,5.0,11.0,16.0,5.0,11.0,0.0,1950,100.0
782,"Near Pasto, Colombia",LANSA,Popayan - Ipiales,Douglas C-47,HK-307,27.0,24.0,3.0,26.0,23.0,3.0,0.0,1950,96.29629629629629
783,"Teterboro, New Jersey",Regina Cargo Airlines,Teterboro - Fort Wayne - Detroit,Curtiss C-46F-1-CU,N9406H,2.0,0.0,2.0,1.0,0.0,1.0,0.0,1950,50.0
784,"Near Ilheus, Brazil",Aerovias Brasil,Victoria - Salvador,Douglas DC-3,PP-AVZ,15.0,11.0,4.0,13.0,9.0,4.0,0.0,1950,86.66666666666667
785,Atlantic Ocean off Florida,Westair Transport,San Juan - Wilmington NC,Curtiss C-46-F-1-CU,N1248N,65.0,62.0,3.0,28.0,28.0,0.0,0.0,1950,43.07692307692308
786,"Near Fonseca, Colombia",New Tribes Mission,"Kingston, Jamacia - Maracaibo, Venezuela",Douglas DC-3-178,N16030,15.0,12.0,3.0,15.0,12.0,3.0,0.0,1950,100.0
787,Off Bahrain,Air France,Saigon - Paris,Douglas DC-4-1009,F-BBDE,52.0,44.0,8.0,46.0,40.0,6.0,0.0,1950,88.46153846153845
788,Bahrain,Air France,Saigon - Karachi - Bahrain - Paris,Douglas DC-4,F-BBDM,53.0,45.0,8.0,40.0,37.0,3.0,0.0,1950,75.47169811320755
789,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,New York City - Minneapolis - Spokan -Seattle,Douglas DC-4,N95425,58.0,55.0,3.0,58.0,55.0,3.0,0.0,1950,100.0
790,"York, Australia",Ansett ANA,Perth  Adelaide  Melbourne e,Douglas DC-4-1009,VH-ANA,29.0,24.0,5.0,29.0,24.0,5.0,0.0,1950,100.0
791,"Casablanca, Morocco",Aigle Azur,Paris - Bordeaux - Casablanca - Dakar,Douglas DC-3,F-BFGL,29.0,25.0,4.0,22.0,18.0,4.0,0.0,1950,75.86206896551724
792,"Near Pathankot, India",Indian National Airlines,Delhi - Sringagar,Douglas DC-3,VT-ATS,22.0,18.0,4.0,22.0,18.0,4.0,0.0,1950,100.0
793,"Near Bocoio, Angola",DTA Angola Airlines,Nova Lisboa - Lobito,Douglas DC-3,CR-LBK,9.0,6.0,3.0,9.0,6.0,3.0,0.0,1950,100.0
794,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Myrtle Beach - Nashville,Curtiss C-46 Commando,44-77577,39.0,35.0,4.0,39.0,35.0,4.0,0.0,1950,100.0
795,"Off O-shima Island, Japan",Military - U.S. Air Force,Tokyo - Kagoshima - Okinawa,Douglas C-47D,44-76439A,26.0,23.0,3.0,25.0,22.0,3.0,0.0,1950,96.15384615384616
796,"Porte Alegre, Brazil",Panair do Brasil,Rio de Janeiro - Porte Algegre,Lockheed 049 Constellation,PP-PCG,50.0,43.0,7.0,50.0,43.0,7.0,0.0,1950,100.0
797,"Tunbukta, Algeria",Cie Air Transport,Algiers - Aoulef - Bidon V - Gao,Bristol 170 Freighter 21,F-BENF,26.0,22.0,4.0,26.0,22.0,4.0,0.0,1950,100.0
798,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Porto Alegre - Sao Borja,Lockheed 18 LodeStar,P-SAA,12.0,10.0,2.0,12.0,10.0,2.0,0.0,1950,100.0
799,"Karaganda, Russia",Aeroflot,Alma-Ata - Karaganda - Moscow,Ilyushin IL-12,L-1803,25.0,19.0,6.0,25.0,19.0,6.0,0.0,1950,100.0
800,"Near Eagle, Colorado",American Airlines,Los Angeles - Chicago,Douglas DC-6,N90705,59.0,54.0,5.0,1.0,1.0,0.0,0.0,1950,1.694915254237288
801,"Kampong Jenera, Malaysia",Military - Royal Air Force,"Changi, Singapore - Kota Baru",Douglas C-47B,KN630,12.0,7.0,5.0,12.0,7.0,5.0,0.0,1950,100.0
802,"Near Wadi Natrun, Egypt",Trans World Airlines,Cairo - Rome,Lockheed 749A Constellation,N6004C,55.0,48.0,7.0,55.0,48.0,7.0,0.0,1950,100.0
803,"Utica, New York",Robinson Airlines,Ithaca - Syracuse - Utica - Newark,Douglas DC-3,N18936,23.0,20.0,3.0,16.0,13.0,3.0,0.0,1950,69.56521739130434
804,"Kwajalein, Marshall Islands",Military - U.S. Navy,Kwajzalein - Tokyo,Douglas R5D-3,56496,26.0,19.0,7.0,26.0,19.0,7.0,0.0,1950,100.0
805,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Belgrade - Zagreb,Douglas DC-3,YU-ABD,11.0,7.0,4.0,10.0,6.0,4.0,0.0,1950,90.9090909090909
806,"Karlstad, Sweden",Svenska Aero,Karlstad - Stockholm,Avro Ninteen I,SE-BRS,10.0,9.0,1.0,10.0,9.0,1.0,0.0,1950,100.0
807,"Near Kyushu Island, Japan",Military - U.S. Air Force,Ashiya AB - Kimpo AB,Douglas C-54D-DC (DC-4),42-72457,51.0,43.0,8.0,23.0,18.0,5.0,0.0,1950,45.09803921568628
808,"Casablanca, Morocco",Air Atlas,Casablanca - Algiers - Perpignan,Douglas DC-3,F-BAXM,7.0,4.0,3.0,4.0,1.0,3.0,0.0,1950,57.14285714285714
809,"Almelund, Minnisota",Northwest Orient Airlines,Training,Martin 202,NC93037,6.0,3.0,3.0,6.0,3.0,3.0,0.0,1950,100.0
810,"London, England",British European Airways,London - Glasgow,Douglas C-47A,G-AGIW,29.0,24.0,5.0,28.0,24.0,4.0,0.0,1950,96.55172413793103
811,"London Heathrow, England",British European Airways,Paris - London,Vickers 610 Viking-1B,G-AHPN,30.0,26.0,4.0,28.0,24.0,4.0,0.0,1950,93.33333333333333
812,"Mont Blanc, France",Air India,Bombay - Cairo - Geneva - London,Lockheed 749 Constellation,VT-CQP,48.0,40.0,8.0,48.0,40.0,8.0,0.0,1950,100.0
813,"Near Butte, Montana",Northwest Orient Airlines,Helena - Butte,Martin 202,N93040,21.0,17.0,4.0,21.0,17.0,4.0,0.0,1950,100.0
814,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Rome - Paris,Douglas C-54B-1-DC,CF-EDN,58.0,51.0,7.0,58.0,51.0,7.0,0.0,1950,100.0
815,"Near Moran Junction, Wyoming",New Tribes Mission,"Chico, CA - Billings, WY",Douglas DC-3,N74586,21.0,18.0,3.0,21.0,18.0,3.0,0.0,1950,100.0
816,"Cuzco, Peru",Faucett,Maldorado - Quincemil,Douglas DC-3,OB-PAU-201,9.0,5.0,4.0,9.0,5.0,4.0,0.0,1950,100.0
817,"Near Chamaran, Iran",Iran Air,Tehran - Qom,Douglas DC-3,EP-AAJ,8.0,7.0,1.0,8.0,7.0,1.0,0.0,1950,100.0
818,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Paris - Bangui - Dar es-Salaam,Douglas C-54A,F-BELB,56.0,50.0,6.0,46.0,43.0,3.0,0.0,1950,82.14285714285714
819,"Ruig Piner, France",Air Atlas,Casablanca - Perpignan,Douglas DC-3,F-BAXY,7.0,4.0,3.0,5.0,2.0,3.0,0.0,1950,71.42857142857143
820,"Katagiri, India",Air India,Bombay - Coimbatore,Douglas DC-3,VT-CFK,21.0,17.0,4.0,21.0,17.0,4.0,0.0,1950,100.0
821,"Londrina, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,PP-SPT,31.0,25.0,6.0,0.0,0.0,0.0,3.0,1950,0.0
822,"Ribeirao, Brazil",VASP,Ribeirao Preto - Sao Paulo,Douglas DC-3,PP-SPW,20.0,16.0,4.0,1.0,1.0,0.0,1.0,1950,5.0
823,"Valera, Venezuela",Avensa,Merida - Caracas,Douglas C-47-DL,YC-C-AVU,31.0,28.0,3.0,31.0,28.0,3.0,0.0,1950,100.0
824,"Near Baguio, Philippines",Military - U.S. Air Force,Naha AB - Clark AB,Douglas C54E-DO (DC-4),44-9096,38.0,31.0,7.0,38.0,31.0,7.0,0.0,1950,100.0
825,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Vancouver - Penticton,Douglas DC-3,CF-CUF,18.0,15.0,3.0,2.0,0.0,2.0,0.0,1950,11.11111111111111
826,"Santiago del Estado, Argentina",Aerolineas Argentinas,Mar del Plata - Buenos,Douglas DC-3,LV-ACH,18.0,13.0,5.0,17.0,12.0,5.0,0.0,1950,94.44444444444444
827,"Ixopo, South Africa",United Airways,Margate - Ladysmith - Johannesburg,de Havilland Dove 1,ZS-DDW,12.0,10.0,2.0,12.0,10.0,2.0,0.0,1951,100.0
828,"Mt. Bukit, Besar,Thailand",Air Carriers,Butterworth - Kota Bharu,Douglas DC-3,VR-HEP,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1951,100.0
829,"Philadelphia, Pennsylvania",National Airlines,Newark - Philadelphia,Douglas DC-4-1009,N74685,28.0,25.0,3.0,7.0,6.0,1.0,0.0,1951,25.0
830,"Near Reardan, Washington",Northwest Orient Airlines,Minneapolis - Seattle,Martin 202,N93054,10.0,7.0,3.0,10.0,7.0,3.0,0.0,1951,100.0
831,"Near Civitavecchia, Italy",Alitalia,Paris - Rome,Savoia Marchetti SM-95,I-DALO,17.0,12.0,5.0,14.0,10.0,4.0,0.0,1951,82.35294117647058
832,"Near An tung, Taiwan",Military -Royal Air Force,Hong Kong - Iwakuni,Short Sunderland 9 (flying boat),PP107,14.0,7.0,7.0,14.0,7.0,7.0,0.0,1951,100.0
833,"Off Hafnarfjorour, Iceland",Icelandair,Vestmannaeyar Island - Reykjavík,Douglas DC-3,TF-ISG,20.0,17.0,3.0,20.0,17.0,3.0,0.0,1951,100.0
834,"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douala - Niamey,Douglas DC-4,F-BBDO,29.0,23.0,6.0,29.0,23.0,6.0,0.0,1951,100.0
835,"Yali, Colombia",Lineas Aéreas Nacionales,Medellín - Barranquilla,Curtiss C-46A,HK-333,2.0,0.0,2.0,2.0,0.0,2.0,0.0,1951,100.0
836,"Sioux City, Iowa",Mid Continent Airlines,"Kansas City, MO - Omaha, NB - Sioux City, Iowa",Douglas DC-3,N19928,25.0,21.0,4.0,16.0,13.0,3.0,0.0,1951,64.0
837,"Mt. Butler, Hong Kong",Pacific Overseas Airways,Hong Kong - Bangkok,Douglas DC-4,HS-POS,24.0,20.0,4.0,24.0,20.0,4.0,0.0,1951,100.0
838,"Corozal, Colombia",LANSA,San Marcos - Cartagena,Douglas C-47,HK-315,29.0,26.0,3.0,29.0,26.0,3.0,0.0,1951,100.0
839,"Off Florianopolis, Brazil",Cruzeiro,Rio de Janeiro - São Paulo - Curitiba - Florianópolis,Douglas DC-3,PP-CCX,14.0,10.0,4.0,3.0,3.0,0.0,0.0,1951,21.428571428571427
840,Over the North Atlantic,Military - U.S. Air Force,Loring AFB - Lakeheath AFB,Douglas C-124A Globemaster,49-0244,53.0,48.0,5.0,53.0,48.0,5.0,0.0,1951,100.0
841,"Irkutsk, Russia",Aeroflot,Irkutsk - Chita - Yakutsk,Lisunov LI-2,CCCP-L4790,13.0,9.0,4.0,12.0,8.0,4.0,0.0,1951,92.3076923076923
842,"Rio Grande, Argentina",Aerolineas Argentinas,Ushuaia - Río Grande - Buenos Aires,Douglas DC-3,LV-ACY,24.0,20.0,4.0,11.0,8.0,3.0,2.0,1951,45.83333333333333
843,"Manchester, England",Air Transport Charter,Manchester - Belfast,Douglas C-47A-75-DL Dakota 3,G-AJVZ,3.0,0.0,3.0,2.0,0.0,2.0,0.0,1951,66.66666666666666
844,"Refugio Pass, near Santa Barbara, California",Southwest Airways,Santa Maria - Santa Barbara - Oxnard - Los Angeles,Douglas DC-3,N63439,22.0,19.0,3.0,22.0,19.0,3.0,0.0,1951,100.0
845,"Near Charleston, West Virginia",Military - U.S. Air Force,"Godman AFB - Charleston, WV",Douglas C-47B-DK,43-48298,21.0,18.0,3.0,21.0,18.0,3.0,0.0,1951,100.0
846,"Cape d'Arguilar, Hong Kong",Siamese Airways,Bangkok - Hong Kong,Douglas DC-3,HS-SAE,16.0,11.0,5.0,16.0,11.0,5.0,0.0,1951,100.0
847,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Miami - Havana,Douglas DC-4 /Beechcraft SMB-1,CU-T188/39939,43.0,34.0,9.0,43.0,34.0,9.0,0.0,1951,100.0
848,"Fort Wayne, Indiana",United Air Lines,Cleveland - Fort Wayne - South Bend - Chicago,Douglas DC-3,N16088,11.0,8.0,3.0,11.0,8.0,3.0,0.0,1951,100.0
849,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Carswell - Kirtland,Convair B-36D,49-2660,25.0,0.0,25.0,23.0,0.0,23.0,0.0,1951,92.0
850,"Bordeaux, France",Hunting Air Travel,Gibraltar - Bordeaux - Bovingdon,Vickers 639 Viking 1,G-AHPD,32.0,27.0,5.0,2.0,0.0,2.0,0.0,1951,6.25
851,"Rancharia,  Brazil",VASP,Santa Cruz de Rio Prado - Presidente Prudent,Douglas DC-3,PP-SPL,7.0,4.0,3.0,7.0,4.0,3.0,0.0,1951,100.0
852,"New Boston, Texas",Military - U.S. Air Force,Fort Campbell - Lawton,Fairchild C-82,45-57761,10.0,0.0,10.0,10.0,0.0,10.0,0.0,1951,100.0
853,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Vitoria - Rio de Janeiro,Douglas DC-3D,PP-NAL,19.0,16.0,3.0,2.0,1.0,1.0,0.0,1951,10.526315789473683
854,"Medellin, Colombia",Sociedad Aeronautica Medellin,Medellín - Cartagena,Douglas C-47A,HK-504,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1951,100.0
855,"Near Sanoyea, Liberia",Pan American World Airways,Johannesburg - Accra - Monrovia - New York,Lockheed 049 Constellation,N88846,40.0,31.0,9.0,40.0,31.0,9.0,0.0,1951,100.0
856,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Rejeka - Zagreb,Junkers 52/3m,YU-ACE,14.0,11.0,3.0,14.0,11.0,3.0,0.0,1951,100.0
857,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Salt Lake City - Denver,Douglas DC-6B,N37543,50.0,45.0,5.0,50.0,45.0,5.0,0.0,1951,100.0
858,"Lyneham AFB, England",Military - Royal Air Force,Luqa - Lyneham - Dishforth,Vickers Valetta C-1,VW194,10.0,0.0,10.0,10.0,0.0,10.0,0.0,1951,100.0
859,"Near Tezpur, India",Indamer,Calcutta - Tezpur,Douglas C-47B,VT-CHT,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1951,100.0
860,"Aracaju, Brazil",Loide Aereo Nacional,Natal - Recife - Maceió - Aracaju,Douglas DC-3,PP-LPG,33.0,28.0,5.0,33.0,28.0,5.0,0.0,1951,100.0
861,"Off Lae, New Guinea",Qantas,Wau - Bulolo - Lae,de Havilland DHA-3 Drover II,VH-EBQ,7.0,5.0,2.0,7.0,5.0,2.0,0.0,1951,100.0
862,"Thudamot, China",Air Outre-Mer,Pakse - Saigon,Douglas C-47A,F-OABX,3.0,0.0,3.0,3.0,0.0,3.0,0.0,1951,100.0
